PEDU1,PEDU2,POCC1,POCC2,PSES1,PI1,PI2,PI3,PS1,PS2,PS3,PS4,DE1,DE2,SELD1,SELD2,SELD3,SELD4,SELD5,SIM1,SIM2,SIM3,SIM4,ANXI1,ANXI2,ANXI3,POSS1,POSS2,POSS3,TMP1,TMP2,TMP3,TMP4,TAC1,TAC2,TAC3,TAC4,CENV1,CU1,CU2,ARES1,ARES2,ARES3,SCORE
Undergraduate,Undergraduate,Private_Sector,Government_Officer,2,3,4,3,3,3,2,3,3,Moderate,< 2,Never,5,2,4,4,4,3,4,2,3,4,Yes,Yes,Yes,4,2,3,5,3,4,4,3,2,Khmer,One_Shift,Enough,Enough,Enough,97
Lower_Secondary,Upper_Secondary,Business,Housewife,2,5,5,5,4,4,4,5,5,Moderate,2 to 4,> 4,4,1,5,4,5,4,4,3,3,1,Yes,Yes,Yes,3,2,4,4,4,4,3,4,2,Khmer,One_Shift,Maybe,Enough,Not_enough,121
Others,Others,Government_Officer,Government_Officer,2,4,4,4,3,4,3,4,3,Moderate,2 to 4,> 4,4,1,4,5,5,5,3,2,5,2,Yes,No,Yes,5,1,5,5,5,5,5,5,2,Khmer,Irregular,Not_enough,Enough,Not_enough,117
Lower_Secondary,Lower_Secondary,Business,Housewife,2,2,3,5,4,3,3,3,3,Moderate,< 2,> 4,4,2,3,3,4,4,5,2,4,5,Yes,No,No,5,4,5,5,5,5,4,4,2,Khmer,Irregular,Not_enough,Enough,Enough,102
Upper_Secondary,Upper_Secondary,Others,Business,2,3,3,5,2,4,1,3,2,Moderate,< 2,Never,5,2,3,4,4,4,3,1,1,1,No,No,No,2,3,2,2,3,2,1,1,2,Khmer,Irregular,Enough,Enough,Not_enough,45
Lower_Secondary,Upper_Secondary,Business,Housewife,3,3,5,5,5,5,5,4,4,Far,2 to 4,2 to 4,4,4,4,3,5,4,4,3,3,2,Yes,Yes,Yes,4,1,4,4,4,4,4,4,3,Khmer,One_Shift,Enough,Enough,Enough,68
Lower_Secondary,Elementary,Farmer,Housewife,1,4,5,5,3,3,4,1,5,Moderate,< 2,> 4,5,5,4,3,4,5,5,5,4,3,Yes,Yes,Yes,5,2,5,5,5,5,5,5,2,Khmer,Irregular,Not_enough,Enough,Enough,119
Lower_Secondary,Lower_Secondary,Farmer,Farmer,2,5,5,5,5,5,5,5,4,Short,< 2,> 4,5,1,5,5,5,5,5,1,3,1,Yes,Yes,Yes,5,1,5,5,5,5,5,5,3,Khmer,Fullday,Enough,Enough,Enough,94
Upper_Secondary,Elementary,Business,Business,2,2,4,4,3,4,3,2,3,Far,2 to 4,> 4,4,1,5,5,5,5,5,1,2,1,Yes,Yes,Yes,5,3,2,3,2,3,2,3,3,Khmer,Irregular,Enough,Enough,Enough,120
Undergraduate,Undergraduate,Government_Officer,Private_Sector,2,2,4,5,3,4,3,4,4,Moderate,< 2,< 2,4,2,3,4,3,3,2,2,2,2,Yes,No,Yes,3,3,4,4,4,3,3,5,2,Khmer,One_Shift,Enough,Enough,Enough,96
Lower_Secondary,Lower_Secondary,Farmer,Housewife,2,3,3,4,3,3,3,4,3,Moderate,< 2,2 to 4,5,2,3,4,3,4,4,3,5,3,Yes,No,Yes,5,1,5,4,4,4,5,5,3,Khmer,Irregular,Enough,Enough,Enough,105
Lower_Secondary,Lower_Secondary,Farmer,Housewife,2,3,3,4,3,3,3,4,3,Moderate,< 2,2 to 4,5,2,3,4,3,4,4,3,5,3,Yes,No,Yes,5,1,5,4,4,4,5,5,3,Khmer,Irregular,Enough,Enough,Enough,105
Elementary,Elementary,Others,Housewife,2,2,2,4,3,3,4,4,3,Moderate,< 2,> 4,4,2,3,5,4,4,4,2,3,1,Yes,Yes,Yes,4,2,5,5,5,5,5,5,3,Khmer,Irregular,Enough,Enough,Enough,96
Others,Others,Others,Housewife,2,4,4,5,4,5,3,4,5,Moderate,2 to 4,> 4,5,1,5,4,5,5,5,2,4,3,Yes,No,Yes,5,1,5,5,5,5,5,5,2,Others,Irregular,Maybe,Enough,Enough,135
Elementary,Lower_Secondary,Business,Housewife,2,2,4,5,4,4,3,3,4,Moderate,< 2,> 4,3,2,4,3,5,4,5,2,4,3,Yes,No,No,4,2,4,5,5,4,4,5,3,Khmer,Irregular,Enough,Enough,Maybe,72
Illiteracy,Illiteracy,Farmer,Housewife,2,3,4,4,3,3,3,3,2,Far,2 to 4,< 2,5,2,4,5,5,5,5,2,3,4,Yes,No,No,5,3,5,5,5,5,5,5,2,Khmer,Irregular,Enough,Not_enough,Not_enough,102
Elementary,Elementary,Farmer,Housewife,2,3,4,5,3,3,3,4,3,Moderate,< 2,2 to 4,5,1,4,4,4,4,4,2,4,3,Yes,No,Yes,4,3,5,5,4,5,5,5,2,Khmer,Irregular,Enough,Enough,Enough,100
Illiteracy,Undergraduate,Farmer,Government_Officer,3,2,4,5,3,4,3,4,3,Moderate,2 to 4,> 4,4,1,4,4,5,4,5,2,3,2,Yes,No,Yes,4,3,5,5,5,5,4,5,3,Khmer,Fullday,Enough,Enough,Maybe,70
Undergraduate,Elementary,Elders,Housewife,2,5,5,5,3,5,5,4,4,Moderate,2 to 4,Never,5,1,4,5,5,5,5,2,2,2,Yes,Yes,Yes,5,2,4,5,5,5,4,5,3,Khmer,Fullday,Enough,Enough,Enough,125
Elementary,Elementary,Farmer,Housewife,2,3,4,4,3,4,3,3,3,Moderate,< 2,2 to 4,4,1,4,4,4,5,4,2,4,3,Yes,No,Yes,4,2,5,5,5,5,5,5,2,Khmer,Irregular,Enough,Enough,Enough,100
Upper_Secondary,Upper_Secondary,Government_Officer,Housewife,2,3,3,4,2,4,2,3,3,Short,2 to 4,> 4,5,1,4,3,4,3,4,2,5,2,Yes,Yes,Yes,5,5,5,5,5,5,4,4,2,Khmer,Fullday,Enough,Enough,Maybe,117
Elementary,Illiteracy,Farmer,Housewife,2,1,4,3,3,2,2,2,3,Moderate,< 2,> 4,5,1,1,3,5,5,5,2,2,2,No,No,Yes,5,3,5,5,5,5,5,5,2,Khmer,Fullday,Enough,Enough,Enough,104
Lower_Secondary,Lower_Secondary,Farmer,Housewife,3,2,2,1,3,3,3,3,5,Moderate,Never,> 4,3,2,3,4,5,5,2,2,1,1,No,No,Yes,5,1,4,4,4,2,4,4,2,Khmer,One_Shift,Enough,Enough,Enough,48
Upper_Secondary,Lower_Secondary,Government_Officer,Business,3,3,5,4,3,4,3,3,4,Moderate,< 2,> 4,5,1,2,4,4,4,4,3,3,2,Yes,No,Yes,4,4,4,4,4,3,3,4,2,Khmer,One_Shift,Enough,Enough,Maybe,78
Elementary,Elementary,Business,Business,2,1,4,1,1,1,1,1,5,Moderate,> 4,> 4,3,1,3,5,5,4,5,2,2,5,Yes,No,Yes,1,5,5,5,5,1,1,1,2,Khmer,One_Shift,Enough,Enough,Not_enough,100
Elementary,Elementary,Others,Business,2,5,5,5,4,4,4,5,5,Moderate,< 2,> 4,3,1,5,4,5,4,5,2,5,1,Yes,Yes,Yes,5,2,5,5,5,5,5,5,3,Khmer,Irregular,Enough,Enough,Maybe,94
Upper_Secondary,Elementary,Farmer,Others,2,5,4,5,5,4,5,2,4,Moderate,Never,< 2,5,1,5,3,4,5,4,2,5,4,Yes,No,Yes,3,1,5,5,5,5,5,4,2,Khmer,Irregular,Enough,Enough,Not_enough,70
Elementary,Elementary,Farmer,Farmer,2,4,4,5,3,4,3,4,4,Moderate,< 2,< 2,2,1,4,4,5,4,4,2,3,5,Yes,No,Yes,5,2,5,4,5,5,5,5,2,Khmer,One_Shift,Enough,Enough,Enough,52
Elementary,Elementary,Farmer,Housewife,3,4,4,4,5,5,4,4,4,Moderate,< 2,> 4,4,2,5,5,5,4,4,2,2,3,Yes,No,Yes,4,2,4,4,5,4,4,4,2,Khmer,Irregular,Enough,Enough,Not_enough,107
Upper_Secondary,Elementary,Farmer,Farmer,2,3,5,4,3,5,3,3,4,Short,< 2,> 4,3,2,3,4,5,5,5,5,5,5,Yes,No,Yes,5,1,5,5,5,5,5,5,3,Khmer,Fullday,Enough,Not_enough,Enough,60
Illiteracy,Elementary,Farmer,Housewife,2,3,4,3,3,4,3,3,3,Far,< 2,> 4,3,1,4,3,5,5,5,3,4,4,Yes,No,Yes,4,3,4,4,5,5,4,4,2,Khmer,Irregular,Enough,Enough,Enough,122
Upper_Secondary,Lower_Secondary,Business,Housewife,2,5,4,4,3,4,1,2,3,Moderate,Never,2 to 4,5,1,3,3,5,4,5,2,2,3,Yes,Yes,No,4,2,4,5,5,4,4,4,1,Khmer,Fullday,Enough,Enough,Enough,40
Elementary,Elementary,Farmer,Housewife,1,3,5,5,3,3,3,4,3,Far,< 2,> 4,5,1,4,4,5,5,5,2,2,3,Yes,No,Yes,3,2,5,5,5,5,5,5,2,Khmer,Irregular,Enough,Enough,Enough,108
Lower_Secondary,Elementary,Farmer,Farmer,2,4,5,5,5,3,4,4,4,Moderate,> 4,< 2,5,1,4,5,5,5,5,2,5,5,Yes,No,Yes,5,2,5,5,5,5,5,5,2,Khmer,One_Shift,Maybe,Enough,Not_enough,115
Graduate,Undergraduate,Private_Sector,Housewife,2,3,4,4,3,4,3,5,5,Short,< 2,> 4,3,2,4,3,3,5,3,5,5,5,Yes,No,Yes,2,4,3,4,5,2,1,2,2,Khmer,One_Shift,Enough,Not_enough,Not_enough,112
Lower_Secondary,Lower_Secondary,Business,Business,2,3,4,5,4,3,2,2,3,Moderate,< 2,> 4,4,1,5,4,5,5,5,4,4,2,Yes,No,Yes,4,2,5,5,4,5,5,5,3,Khmer,Fullday,Enough,Enough,Enough,44
Upper_Secondary,Upper_Secondary,Government_Officer,Government_Officer,2,4,4,5,3,3,4,5,4,Short,2 to 4,> 4,5,3,4,5,5,5,5,2,3,1,Yes,Yes,Yes,4,2,5,5,5,5,5,5,2,Khmer,Irregular,Enough,Not_enough,Not_enough,120
Undergraduate,Upper_Secondary,Government_Officer,Business,2,4,4,4,5,4,4,4,5,Moderate,2 to 4,> 4,4,2,4,4,5,4,5,2,2,2,Yes,Yes,Yes,3,2,3,4,3,3,3,3,1,Khmer,One_Shift,Not_enough,Maybe,Not_enough,145
Upper_Secondary,Lower_Secondary,Business,Housewife,3,5,4,5,4,4,4,5,5,Moderate,2 to 4,> 4,4,2,4,4,4,4,4,3,3,5,Yes,Yes,Yes,3,4,3,4,2,3,2,4,2,Khmer,One_Shift,Enough,Enough,Maybe,86
Graduate,Upper_Secondary,Government_Officer,Government_Officer,3,5,5,5,3,3,4,4,3,Moderate,Never,> 4,3,2,4,3,3,3,5,4,4,3,Yes,Yes,Yes,4,2,4,4,5,5,5,4,2,Khmer,One_Shift,Enough,Maybe,Maybe,25
Illiteracy,Elementary,Farmer,Housewife,2,4,4,4,4,2,4,4,4,Moderate,< 2,> 4,4,1,4,5,4,4,4,3,2,2,Yes,No,Yes,4,1,4,5,5,5,5,5,3,Khmer,Irregular,Enough,Enough,Enough,95
Lower_Secondary,Elementary,Farmer,Housewife,2,3,2,3,2,2,4,4,3,Short,< 2,< 2,3,2,3,4,3,3,4,2,3,2,Yes,No,Yes,3,3,4,3,5,3,3,4,3,Khmer,Fullday,Enough,Enough,Enough,75
Elementary,Illiteracy,Farmer,Farmer,2,4,4,4,3,5,4,3,2,Far,< 2,> 4,3,2,2,3,3,4,4,2,4,2,No,No,No,4,2,5,5,5,5,5,5,2,Khmer,Fullday,Enough,Not_enough,Not_enough,73
Lower_Secondary,Elementary,Business,Business,3,3,4,3,3,4,3,3,3,Moderate,< 2,< 2,4,3,4,4,4,4,3,3,3,2,Yes,Yes,Yes,3,2,3,3,4,3,3,4,2,Khmer,One_Shift,Enough,Enough,Maybe,101
Lower_Secondary,Elementary,Business,Business,3,3,4,3,3,4,3,3,3,Moderate,< 2,< 2,4,3,4,4,4,4,3,3,3,2,Yes,Yes,Yes,3,2,3,3,4,3,3,4,2,Khmer,One_Shift,Enough,Enough,Maybe,101
Elementary,Lower_Secondary,Business,Housewife,3,3,5,4,3,4,3,3,3,Far,< 2,> 4,3,5,2,3,4,5,3,5,5,5,Yes,Yes,Yes,3,1,4,5,5,5,5,5,2,Khmer,One_Shift,Enough,Enough,Enough,113
Elementary,Elementary,Others,Others,2,4,3,5,2,4,3,5,3,Far,< 2,> 4,3,2,1,4,5,5,3,2,5,5,Yes,Yes,Yes,5,5,5,5,5,5,5,5,2,Khmer,One_Shift,Enough,Enough,Enough,70
Upper_Secondary,Elementary,Government_Officer,Housewife,2,3,3,4,2,3,3,4,4,Short,< 2,> 4,3,2,3,3,5,3,4,3,4,1,Yes,No,Yes,5,1,4,5,4,5,5,5,2,Khmer,Fullday,Not_enough,Enough,Maybe,104
Lower_Secondary,Elementary,Business,Housewife,2,3,4,5,3,3,2,1,3,Moderate,< 2,> 4,4,4,5,5,5,4,4,2,2,2,Yes,No,Yes,3,2,4,4,4,5,4,5,2,Khmer,Irregular,Enough,Enough,Enough,63
Graduate,Undergraduate,Private_Sector,Government_Officer,2,4,5,5,5,4,4,4,4,Moderate,< 2,> 4,4,3,4,5,5,5,5,2,2,2,Yes,No,Yes,4,2,5,5,5,5,5,5,2,Khmer,Fullday,Enough,Enough,Maybe,102
Graduate,Upper_Secondary,Government_Officer,Government_Officer,3,3,5,4,5,5,4,5,5,Short,Never,> 4,2,1,3,2,2,3,2,4,4,5,Yes,Yes,Yes,2,1,1,1,2,2,1,2,2,Khmer,Fullday,Maybe,Not_enough,Enough,60
Lower_Secondary,Lower_Secondary,Farmer,Farmer,2,3,5,3,3,5,3,5,3,Short,< 2,> 4,5,1,4,5,5,4,5,1,4,3,Yes,Yes,Yes,4,2,4,5,5,5,5,4,2,Khmer,Fullday,Enough,Enough,Not_enough,123
Upper_Secondary,Upper_Secondary,Business,Business,4,5,5,5,5,5,4,4,5,Moderate,2 to 4,2 to 4,5,2,5,5,5,5,5,2,2,1,Yes,Yes,Yes,4,1,5,5,4,4,2,4,2,Khmer,Irregular,Enough,Enough,Enough,100
Upper_Secondary,Upper_Secondary,Government_Officer,Housewife,2,2,3,3,2,4,3,3,3,Moderate,< 2,Never,3,2,3,3,2,3,3,2,5,5,Yes,No,Yes,3,3,4,4,3,2,2,3,3,Khmer,Fullday,Enough,Enough,Maybe,40
Upper_Secondary,Upper_Secondary,Government_Officer,Housewife,2,2,3,3,2,4,3,3,3,Moderate,< 2,Never,3,2,3,3,2,3,3,2,5,5,Yes,No,Yes,3,3,4,4,3,2,2,3,3,Khmer,Fullday,Enough,Enough,Maybe,55
Upper_Secondary,Elementary,Business,Business,3,5,5,5,5,4,5,5,4,Far,2 to 4,> 4,3,2,4,5,5,5,5,1,2,1,Yes,No,Yes,3,3,3,3,4,2,4,4,2,Khmer,Irregular,Enough,Enough,Not_enough,114
Lower_Secondary,Lower_Secondary,Farmer,Business,2,5,4,5,3,5,3,4,3,Moderate,< 2,> 4,5,1,5,5,5,5,5,4,3,4,Yes,Yes,Yes,5,5,5,4,5,5,4,5,2,Khmer,Irregular,Enough,Enough,Maybe,105
Undergraduate,Undergraduate,Private_Sector,Private_Sector,3,4,5,5,3,5,4,4,3,Far,2 to 4,2 to 4,5,4,4,4,4,4,3,3,3,2,Yes,Yes,Yes,4,1,5,4,4,4,4,4,3,Khmer,One_Shift,Enough,Enough,Maybe,75
Undergraduate,Lower_Secondary,Others,Business,2,3,3,4,2,4,4,5,5,Moderate,< 2,2 to 4,3,3,5,4,5,5,5,2,2,2,Yes,Yes,Yes,5,3,5,3,5,5,5,5,3,Khmer,Fullday,Enough,Enough,Enough,113
Upper_Secondary,Upper_Secondary,Others,Business,2,5,5,5,5,4,3,4,4,Moderate,< 2,> 4,5,2,5,3,5,5,4,2,3,4,Yes,Yes,Yes,5,2,5,5,5,5,5,4,2,Khmer,Irregular,Enough,Maybe,Maybe,70
Others,Elementary,Others,Business,2,2,2,2,2,1,2,2,4,Moderate,< 2,> 4,3,2,3,5,5,5,5,2,2,2,Yes,No,Yes,3,2,3,4,4,4,5,4,3,Khmer,Irregular,Enough,Enough,Enough,70
Lower_Secondary,Lower_Secondary,Government_Officer,Housewife,3,4,5,5,3,5,5,5,5,Moderate,2 to 4,> 4,5,2,5,4,5,5,4,2,2,1,Yes,Yes,Yes,4,2,5,5,5,5,5,5,3,Khmer,Irregular,Enough,Enough,Enough,115
Lower_Secondary,Elementary,Farmer,Housewife,2,2,5,5,2,4,5,3,3,Moderate,< 2,< 2,2,2,2,3,3,3,3,2,5,4,Yes,No,Yes,3,1,3,3,4,4,3,4,2,Khmer,Irregular,Maybe,Maybe,Enough,75
Elementary,Elementary,Farmer,Farmer,2,5,4,5,5,4,5,5,5,Moderate,< 2,> 4,4,1,5,5,5,5,5,3,4,1,Yes,No,Yes,5,5,5,5,5,5,5,5,3,Khmer,Irregular,Enough,Enough,Enough,110
Lower_Secondary,Lower_Secondary,Business,Business,3,4,4,4,3,3,3,3,3,Far,Never,2 to 4,3,3,3,4,4,5,5,2,5,3,Yes,No,Yes,5,1,5,5,5,5,5,5,3,Khmer,One_Shift,Enough,Not_enough,Enough,101
Lower_Secondary,Elementary,Farmer,Housewife,2,4,4,4,4,3,4,5,5,Moderate,2 to 4,> 4,4,2,5,5,5,5,5,2,2,2,Yes,Yes,Yes,5,2,5,5,5,5,5,4,3,Khmer,Irregular,Enough,Enough,Not_enough,108
Graduate,Upper_Secondary,Government_Officer,Others,2,4,5,5,4,3,3,5,3,Short,< 2,2 to 4,3,2,3,2,4,3,3,3,3,5,Yes,Yes,Yes,5,1,5,5,5,5,4,5,2,Khmer,One_Shift,Enough,Enough,Not_enough,90
Elementary,Elementary,Government_Officer,Business,2,3,5,5,5,3,4,4,5,Moderate,< 2,> 4,3,2,4,4,4,4,5,3,3,4,Yes,Yes,Yes,2,2,1,1,4,1,1,2,2,Khmer,One_Shift,Enough,Enough,Not_enough,70
Lower_Secondary,Lower_Secondary,Others,Housewife,2,3,5,5,4,5,4,4,3,Moderate,Never,< 2,4,3,4,5,4,4,5,3,5,3,Yes,No,Yes,5,4,5,5,5,5,5,5,2,Khmer,Fullday,Enough,Maybe,Enough,100
Undergraduate,Undergraduate,Government_Officer,Business,2,3,4,4,4,4,4,4,4,Moderate,< 2,Never,4,3,4,3,5,4,3,3,4,2,Yes,Yes,Yes,4,4,4,4,5,5,5,4,2,Khmer,Fullday,Enough,Enough,Enough,45
Undergraduate,Lower_Secondary,Government_Officer,Housewife,3,3,5,5,3,5,1,5,3,Moderate,< 2,< 2,5,2,5,4,3,5,4,3,5,5,Yes,No,No,5,2,5,5,5,5,4,5,3,Khmer,One_Shift,Enough,Enough,Maybe,30
Undergraduate,Upper_Secondary,Government_Officer,Housewife,3,5,4,5,5,4,3,5,5,Moderate,< 2,> 4,5,1,4,4,4,5,5,4,3,4,Yes,Yes,Yes,5,1,5,5,5,5,5,5,2,Khmer,Fullday,Enough,Enough,Maybe,60
Undergraduate,Undergraduate,Farmer,Farmer,2,5,5,5,4,5,3,4,3,Moderate,2 to 4,> 4,3,2,3,3,3,4,4,3,4,4,No,No,Yes,4,2,5,4,5,4,4,4,2,Khmer,Fullday,Enough,Enough,Enough,89
Elementary,Upper_Secondary,Farmer,Housewife,3,2,5,3,3,3,3,3,3,Moderate,Never,Never,3,2,3,2,2,4,3,2,5,5,Yes,Yes,Yes,5,2,5,5,5,5,5,4,1,Khmer,Fullday,Enough,Enough,Enough,35
Upper_Secondary,Upper_Secondary,Business,Business,3,4,5,4,3,4,3,4,4,Moderate,Never,< 2,3,2,3,5,5,2,5,5,5,5,No,Yes,Yes,3,2,4,2,3,2,1,2,2,Khmer,Fullday,Enough,Enough,Maybe,36
Undergraduate,Others,Others,Others,2,3,5,4,3,4,3,3,3,Moderate,< 2,< 2,3,3,4,3,4,3,4,4,3,4,Yes,No,Yes,3,1,4,3,4,4,4,4,2,Khmer,Fullday,Enough,Enough,Maybe,40
Upper_Secondary,Upper_Secondary,Government_Officer,Private_Sector,2,3,2,2,2,2,1,4,2,Far,< 2,> 4,2,3,5,5,4,5,4,2,3,5,Yes,No,Yes,2,1,1,3,5,4,1,2,2,English,One_Shift,Enough,Enough,Enough,97
Elementary,Elementary,Farmer,Farmer,2,3,4,4,3,3,3,5,4,Moderate,2 to 4,> 4,4,2,5,5,5,4,5,2,2,2,Yes,No,Yes,3,2,5,5,5,5,5,5,2,Khmer,Fullday,Not_enough,Enough,Not_enough,118
Elementary,Elementary,Farmer,Farmer,2,4,4,4,4,4,4,4,4,Far,< 2,< 2,5,2,5,4,5,5,4,3,4,2,Yes,No,Yes,4,2,4,4,4,4,4,4,2,Khmer,One_Shift,Enough,Not_enough,Not_enough,103
Undergraduate,Lower_Secondary,Government_Officer,Housewife,3,4,5,5,4,4,3,4,4,Moderate,2 to 4,2 to 4,5,1,4,5,5,4,4,2,3,2,Yes,Yes,Yes,4,1,5,4,4,4,4,4,2,Khmer,Fullday,Enough,Enough,Not_enough,125
Lower_Secondary,Illiteracy,Farmer,Housewife,2,3,3,3,3,3,3,3,1,Moderate,< 2,> 4,5,1,5,3,3,4,3,3,5,3,No,No,Yes,5,1,4,5,5,5,5,5,3,Khmer,One_Shift,Enough,Enough,Maybe,67
Lower_Secondary,Lower_Secondary,Business,Business,3,4,4,4,3,5,2,3,3,Moderate,< 2,> 4,2,3,2,3,4,4,4,5,5,4,Yes,Yes,Yes,3,4,3,3,3,4,2,3,3,Khmer,One_Shift,Maybe,Enough,Not_enough,50
Graduate,Elementary,Private_Sector,Business,3,3,5,4,4,4,3,4,4,Moderate,Never,Never,2,2,2,3,3,4,4,4,2,4,Yes,Yes,Yes,3,2,3,3,3,3,3,2,2,Khmer,Irregular,Enough,Enough,Not_enough,60
Elementary,Elementary,Farmer,Farmer,2,2,5,4,2,5,5,5,5,Moderate,< 2,> 4,4,4,4,5,5,5,5,2,2,2,Yes,No,Yes,5,1,5,5,4,5,4,5,2,Khmer,Fullday,Enough,Not_enough,Enough,111
Upper_Secondary,Upper_Secondary,Private_Sector,Housewife,2,5,5,5,4,5,5,5,3,Moderate,2 to 4,> 4,5,1,4,5,5,5,5,1,1,1,Yes,Yes,No,5,1,5,5,5,5,5,5,3,Khmer,Irregular,Enough,Enough,Maybe,120
Upper_Secondary,Upper_Secondary,Private_Sector,Housewife,2,5,5,5,4,5,5,5,3,Moderate,2 to 4,> 4,5,1,4,5,5,5,5,1,1,1,Yes,Yes,No,5,1,5,5,5,5,5,5,3,Khmer,Irregular,Enough,Enough,Maybe,120
Others,Upper_Secondary,Farmer,Housewife,2,3,3,3,3,3,3,3,3,Far,< 2,> 4,4,2,4,4,5,4,5,3,3,3,Yes,Yes,Yes,5,3,4,4,5,4,3,4,2,Khmer,Irregular,Enough,Enough,Enough,115
Elementary,Elementary,Farmer,Others,2,5,5,5,5,5,5,5,3,Moderate,< 2,< 2,5,1,5,5,5,5,5,1,1,1,Yes,Yes,Yes,5,1,5,5,5,5,5,5,2,Khmer,Irregular,Enough,Enough,Not_enough,120
Upper_Secondary,Elementary,Business,Business,3,2,4,5,3,1,1,1,2,Far,< 2,Never,5,4,4,5,5,3,3,2,1,4,Yes,Yes,Yes,4,1,4,4,4,5,4,4,2,Khmer,Fullday,Enough,Enough,Enough,148
Undergraduate,Elementary,Others,Housewife,2,5,5,5,3,3,3,4,4,Moderate,2 to 4,< 2,4,1,5,4,5,5,5,2,5,2,Yes,No,Yes,5,1,5,5,5,5,5,5,2,Khmer,Irregular,Enough,Enough,Maybe,50
Upper_Secondary,Lower_Secondary,Government_Officer,Business,3,4,5,4,3,4,3,3,4,Moderate,2 to 4,> 4,5,1,2,4,4,5,4,3,3,2,Yes,No,Yes,4,4,4,4,4,4,3,4,2,Khmer,One_Shift,Enough,Enough,Maybe,98
Undergraduate,Lower_Secondary,Government_Officer,Business,2,5,5,5,4,5,4,5,3,Moderate,2 to 4,2 to 4,5,1,4,4,5,4,5,2,4,2,Yes,No,Yes,4,2,5,5,5,3,3,3,2,Khmer,Fullday,Enough,Not_enough,Enough,123
Lower_Secondary,Elementary,Business,Housewife,2,2,2,5,4,3,3,2,4,Moderate,Never,2 to 4,5,1,5,5,5,5,5,1,2,2,Yes,No,Yes,3,2,4,4,4,4,4,4,3,English,One_Shift,Enough,Enough,Not_enough,118
Elementary,Lower_Secondary,Farmer,Housewife,2,5,4,5,2,5,4,4,5,Moderate,2 to 4,> 4,5,1,5,5,5,5,4,1,3,3,Yes,No,Yes,5,2,5,5,5,5,5,5,3,Khmer,Fullday,Enough,Enough,Not_enough,107
Others,Elementary,Business,Others,2,3,3,4,3,4,4,4,4,Moderate,< 2,2 to 4,5,2,3,3,4,4,4,3,4,2,Yes,Yes,Yes,5,2,5,5,5,5,4,4,2,Khmer,One_Shift,Enough,Enough,Enough,98
Others,Elementary,Business,Housewife,2,3,3,4,3,4,4,4,4,Moderate,< 2,2 to 4,5,2,3,3,4,4,4,3,4,2,Yes,Yes,Yes,5,2,5,5,5,5,4,4,2,Khmer,One_Shift,Enough,Enough,Enough,98
Elementary,Elementary,Farmer,Farmer,2,3,4,5,1,5,5,5,3,Far,< 2,> 4,4,2,4,5,5,5,5,2,2,2,Yes,No,Yes,5,1,5,5,5,5,5,5,2,Khmer,One_Shift,Enough,Enough,Enough,95
Illiteracy,Elementary,Government_Officer,Housewife,2,3,5,5,3,4,4,5,5,Moderate,< 2,> 4,3,1,2,5,4,5,5,3,3,1,Yes,No,Yes,5,1,5,5,5,5,5,4,3,Khmer,Fullday,Enough,Enough,Maybe,100
Elementary,Illiteracy,Farmer,Farmer,2,5,4,4,4,5,4,4,5,Moderate,< 2,> 4,3,2,4,5,5,4,5,4,5,4,Yes,No,Yes,5,1,5,5,5,5,5,5,3,Khmer,Fullday,Enough,Enough,Enough,80
Elementary,Elementary,Farmer,Farmer,1,3,3,3,3,3,3,3,5,Far,Never,> 4,4,1,2,3,4,3,4,4,5,4,No,No,Yes,3,3,3,3,4,4,2,2,3,Khmer,Irregular,Enough,Enough,Maybe,75
Upper_Secondary,Lower_Secondary,Government_Officer,Housewife,2,3,4,5,3,3,3,2,3,Moderate,< 2,> 4,4,3,4,4,4,4,5,2,4,2,Yes,No,Yes,5,2,5,5,5,5,5,5,2,Khmer,Fullday,Enough,Enough,Enough,100
Upper_Secondary,Elementary,Farmer,Farmer,2,4,4,4,2,2,5,2,3,Moderate,2 to 4,< 2,4,1,5,5,5,5,2,1,1,1,Yes,No,Yes,5,1,5,5,5,5,5,5,3,Khmer,Irregular,Enough,Enough,Enough,60
Elementary,Elementary,Farmer,Housewife,2,4,4,4,3,4,4,5,5,Moderate,Never,Never,3,4,2,5,2,4,4,3,3,3,Yes,No,Yes,3,3,3,3,3,3,4,3,3,Khmer,Fullday,Enough,Enough,Enough,65
Upper_Secondary,Upper_Secondary,Business,Housewife,3,5,5,5,5,3,4,5,4,Moderate,< 2,> 4,3,2,5,4,5,4,5,5,4,3,Yes,No,Yes,4,1,5,4,4,5,4,4,2,Khmer,Irregular,Enough,Enough,Enough,85
Upper_Secondary,Upper_Secondary,Farmer,Housewife,3,2,2,2,2,3,2,2,2,Short,Never,< 2,1,1,1,1,1,1,3,2,2,2,Yes,No,Yes,2,2,1,2,2,2,2,2,2,Khmer,Fullday,Enough,Not_enough,Enough,75
Upper_Secondary,Upper_Secondary,Farmer,Farmer,2,2,2,2,2,2,2,2,2,Moderate,Never,Never,2,2,2,2,2,2,2,2,2,2,No,No,No,2,2,2,2,2,2,2,2,2,Khmer,One_Shift,Enough,Enough,Enough,60
Others,Others,Farmer,Farmer,4,5,5,5,5,5,5,1,5,Moderate,< 2,2 to 4,5,5,5,3,5,5,4,4,4,3,Yes,No,Yes,3,5,3,1,4,4,1,5,3,Khmer,Irregular,Not_enough,Not_enough,Enough,85
